TreeUID,Farm,Treatment,Season,Diameter,Flower Intensity,No. of young pods,Damaged young pods,Matured pod,Damaged pod,Canopy health,pest,Mean pH,SD pH,Mean N (%),SD N (%),Mean P (mg/Kg),SD P (mg/Kg),Mean K (mg/Kg),SD K (mg/Kg),Mean  Ca(mg/Kg),SD  Ca(mg/Kg),Mean Mg(mg/Kg),SD Mg(mg/Kg),Mean O.C (%),SD O.C (%),Mean O.M (%),SD O.M (%),Mean NDVI,SD NDVI
F_3_TS_BC_15,Farm 3,TS_BC,Dry,40.3,Low,32,1,5,0,High,Very low,5.7,0.19,0.14,0.06,11.091,3.53,578.827,252.81,1240,612.62,192,91.91,1.516,1,2.614,1.73,0.83,0
F_3_TS_BC_16,Farm 3,TS_BC,Dry,34.2,Very low,11,1,6,0,High,Very low,5.7,0.19,0.14,0.06,11.091,3.53,578.827,252.81,1240,612.62,192,91.91,1.516,1,2.614,1.73,0.83,0
F_3_TS_BC_17,Farm 3,TS_BC,Dry,29.3,Very low,8,1,3,0,High,Very low,5.7,0.19,0.14,0.06,11.091,3.53,578.827,252.81,1240,612.62,192,91.91,1.516,1,2.614,1.73,0.83,0
F_3_TS_BC_18,Farm 3,TS_BC,Dry,32.5,Very low,8,3,20,0,High,Very low,5.7,0.19,0.14,0.06,11.091,3.53,578.827,252.81,1240,612.62,192,91.91,1.516,1,2.614,1.73,0.83,0
F_3_TS_BC_19,Farm 3,TS_BC,Dry,41.9,Very low,11,2,13,0,High,Very low,5.7,0.19,0.14,0.06,11.091,3.53,578.827,252.81,1240,612.62,192,91.91,1.516,1,2.614,1.73,0.83,0
F_3_TS_BC_20,Farm 3,TS_BC,Dry,47.6,Very low,13,0,14,0,High,Very low,5.7,0.19,0.14,0.06,11.091,3.53,578.827,252.81,1240,612.62,192,91.91,1.516,1,2.614,1.73,0.83,0
F_3_TS_M_1,Farm 3,TS_M,Dry,35,Very low,5,0,1,0,High,Very low,6.56,0.58,0.126,0.11,12.857,211.24,106.401,616.63,1200,1413.31,216,516.08,1.875,1.24,3.233,2.13,0.68,0
F_3_TS_M_2,Farm 3,TS_M,Dry,34,Low,16,1,6,0,High,Very low,6.56,0.58,0.126,0.11,12.857,211.24,106.401,616.63,1200,1413.31,216,516.08,1.875,1.24,3.233,2.13,0.68,0
F_3_TS_M_3,Farm 3,TS_M,Dry,36,Very low,7,0,0,0,High,Very low,6.56,0.58,0.126,0.11,12.857,211.24,106.401,616.63,1200,1413.31,216,516.08,1.875,1.24,3.233,2.13,0.68,0
F_3_TS_M_4,Farm 3,TS_M,Dry,55,Very low,36,1,8,0,Very High,Very low,6.56,0.58,0.126,0.11,12.857,211.24,106.401,616.63,1200,1413.31,216,516.08,1.875,1.24,3.233,2.13,0.68,0
F_3_TS_M_5,Farm 3,TS_M,Dry,46.9,Very low,10,0,1,0,High,Very low,6.56,0.58,0.126,0.11,12.857,211.24,106.401,616.63,1200,1413.31,216,516.08,1.875,1.24,3.233,2.13,0.68,0
F_3_TS_M_6,Farm 3,TS_M,Dry,28,Very low,0,0,2,0,High,Very low,6.56,0.58,0.126,0.11,12.857,211.24,106.401,616.63,1200,1413.31,216,516.08,1.875,1.24,3.233,2.13,0.68,0
F_3_TS_M_7,Farm 3,TS_M,Dry,36.5,Very low,6,0,3,0,High,Very low,6.56,0.58,0.126,0.11,12.857,211.24,106.401,616.63,1200,1413.31,216,516.08,1.875,1.24,3.233,2.13,0.68,0
F_3_TS_M_8,Farm 3,TS_M,Dry,40,Very low,25,2,3,0,High,Very low,6.56,0.58,0.126,0.11,12.857,211.24,106.401,616.63,1200,1413.31,216,516.08,1.875,1.24,3.233,2.13,0.68,0
F_3_TS_M_9,Farm 3,TS_M,Dry,40.5,Very low,16,0,1,0,High,Very low,6.56,0.58,0.126,0.11,12.857,211.24,106.401,616.63,1200,1413.31,216,516.08,1.875,1.24,3.233,2.13,0.68,0
F_3_TS_M_10,Farm 3,TS_M,Dry,47.3,Low,27,2,13,0,High,Very low,6.56,0.58,0.126,0.11,12.857,211.24,106.401,616.63,1200,1413.31,216,516.08,1.875,1.24,3.233,2.13,0.68,0
F_3_TS_M_11,Farm 3,TS_M,Dry,50.3,Very low,36,2,6,0,High,Very low,6.56,0.58,0.126,0.11,12.857,211.24,106.401,616.63,1200,1413.31,216,516.08,1.875,1.24,3.233,2.13,0.68,0
F_3_TS_M_12,Farm 3,TS_M,Dry,31.8,Very low,13,3,9,0,High,Very low,6.56,0.58,0.126,0.11,12.857,211.24,106.401,616.63,1200,1413.31,216,516.08,1.875,1.24,3.233,2.13,0.68,0
F_3_TS_M_13,Farm 3,TS_M,Dry,30.1,Very low,14,0,4,0,High,Very low,6.56,0.58,0.126,0.11,12.857,211.24,106.401,616.63,1200,1413.31,216,516.08,1.875,1.24,3.233,2.13,0.68,0
F_3_TS_M_14,Farm 3,TS_M,Dry,30,Very low,5,1,15,0,High,Very low,6.56,0.58,0.126,0.11,12.857,211.24,106.401,616.63,1200,1413.31,216,516.08,1.875,1.24,3.233,2.13,0.68,0
F_3_TS_M_15,Farm 3,TS_M,Dry,29.1,Low,37,0,2,0,High,Very low,6.56,0.58,0.126,0.11,12.857,211.24,106.401,616.63,1200,1413.31,216,516.08,1.875,1.24,3.233,2.13,0.68,0
F_3_TS_M_16,Farm 3,TS_M,Dry,53.5,Very low,10,0,17,0,High,Very low,6.56,0.58,0.126,0.11,12.857,211.24,106.401,616.63,1200,1413.31,216,516.08,1.875,1.24,3.233,2.13,0.68,0
F_3_TS_M_17,Farm 3,TS_M,Dry,32.1,Very low,2,0,1,0,High,Very low,6.56,0.58,0.126,0.11,12.857,211.24,106.401,616.63,1200,1413.31,216,516.08,1.875,1.24,3.233,2.13,0.68,0
F_3_TS_M_18,Farm 3,TS_M,Dry,37.3,Very low,19,0,3,0,High,Very low,6.56,0.58,0.126,0.11,12.857,211.24,106.401,616.63,1200,1413.31,216,516.08,1.875,1.24,3.233,2.13,0.68,0
F_3_TS_M_19,Farm 3,TS_M,Dry,30.3,Very low,7,1,7,0,High,Very low,6.56,0.58,0.126,0.11,12.857,211.24,106.401,616.63,1200,1413.31,216,516.08,1.875,1.24,3.233,2.13,0.68,0
F_3_TS_M_20,Farm 3,TS_M,Dry,39.8,Very low,9,4,5,0,High,Very low,6.56,0.58,0.126,0.11,12.857,211.24,106.401,616.63,1200,1413.31,216,516.08,1.875,1.24,3.233,2.13,0.68,0
F_3_TS_O_1,Farm 3,TS_O,Dry,26.3,Very low,2,0,0,0,High,Very low,5.73,0.14,0.133,0.03,7.559,2.14,98.552,23.52,920,400.8,168,104.06,1.277,0.54,2.201,0.93,0.68,0
F_3_TS_O_2,Farm 3,TS_O,Dry,48,Low,9,1,12,0,Very High,Very low,5.73,0.14,0.133,0.03,7.559,2.14,98.552,23.52,920,400.8,168,104.06,1.277,0.54,2.201,0.93,0.68,0
F_3_TS_O_3,Farm 3,TS_O,Dry,30.5,Very low,1,0,0,0,Very High,Very low,5.73,0.14,0.133,0.03,7.559,2.14,98.552,23.52,920,400.8,168,104.06,1.277,0.54,2.201,0.93,0.68,0
F_3_TS_O_4,Farm 3,TS_O,Dry,46.2,Very low,3,0,4,0,Very High,Very low,5.73,0.14,0.133,0.03,7.559,2.14,98.552,23.52,920,400.8,168,104.06,1.277,0.54,2.201,0.93,0.68,0
F_3_TS_O_5,Farm 3,TS_O,Dry,38.5,Very low,0,0,0,0,Very High,Very low,5.73,0.14,0.133,0.03,7.559,2.14,98.552,23.52,920,400.8,168,104.06,1.277,0.54,2.201,0.93,0.68,0
F_3_TS_O_6,Farm 3,TS_O,Dry,30.2,Very low,1,1,0,0,Moderate,Low,5.73,0.14,0.133,0.03,7.559,2.14,98.552,23.52,920,400.8,168,104.06,1.277,0.54,2.201,0.93,0.68,0
F_3_TS_O_7,Farm 3,TS_O,Dry,43.8,Low,28,4,1,0,High,Very low,5.73,0.14,0.133,0.03,7.559,2.14,98.552,23.52,920,400.8,168,104.06,1.277,0.54,2.201,0.93,0.68,0
F_3_TS_O_8,Farm 3,TS_O,Dry,40.5,Very low,1,0,0,0,Very High,Very low,5.73,0.14,0.133,0.03,7.559,2.14,98.552,23.52,920,400.8,168,104.06,1.277,0.54,2.201,0.93,0.68,0
F_3_TS_O_9,Farm 3,TS_O,Dry,47.4,Very low,18,1,2,0,Very High,Very low,5.73,0.14,0.133,0.03,7.559,2.14,98.552,23.52,920,400.8,168,104.06,1.277,0.54,2.201,0.93,0.68,0
F_3_TS_O_10,Farm 3,TS_O,Dry,34.4,Very low,0,0,0,0,High,Very low,5.73,0.14,0.133,0.03,7.559,2.14,98.552,23.52,920,400.8,168,104.06,1.277,0.54,2.201,0.93,0.68,0
F_3_TS_O_11,Farm 3,TS_O,Dry,36.5,Moderate,12,0,3,0,High,Very low,5.73,0.14,0.133,0.03,7.559,2.14,98.552,23.52,920,400.8,168,104.06,1.277,0.54,2.201,0.93,0.68,0
F_3_TS_O_12,Farm 3,TS_O,Dry,34.4,Very low,11,2,4,0,High,Very low,5.73,0.14,0.133,0.03,7.559,2.14,98.552,23.52,920,400.8,168,104.06,1.277,0.54,2.201,0.93,0.68,0
F_3_TS_O_13,Farm 3,TS_O,Dry,40.3,Very low,3,0,0,0,High,Very low,5.73,0.14,0.133,0.03,7.559,2.14,98.552,23.52,920,400.8,168,104.06,1.277,0.54,2.201,0.93,0.68,0
F_3_TS_O_14,Farm 3,TS_O,Dry,37,Low,17,0,13,0,High,Very low,5.73,0.14,0.133,0.03,7.559,2.14,98.552,23.52,920,400.8,168,104.06,1.277,0.54,2.201,0.93,0.68,0
F_3_TS_O_15,Farm 3,TS_O,Dry,27.5,Low,2,0,0,0,High,Very low,5.73,0.14,0.133,0.03,7.559,2.14,98.552,23.52,920,400.8,168,104.06,1.277,0.54,2.201,0.93,0.68,0
F_3_TS_O_16,Farm 3,TS_O,Dry,31,Low,33,1,6,0,High,Very low,5.73,0.14,0.133,0.03,7.559,2.14,98.552,23.52,920,400.8,168,104.06,1.277,0.54,2.201,0.93,0.68,0
F_3_TS_O_17,Farm 3,TS_O,Dry,31.9,Very low,12,8,0,0,High,Very low,5.73,0.14,0.133,0.03,7.559,2.14,98.552,23.52,920,400.8,168,104.06,1.277,0.54,2.201,0.93,0.68,0
F_3_TS_O_18,Farm 3,TS_O,Dry,32.3,Very low,5,1,1,0,High,Very low,5.73,0.14,0.133,0.03,7.559,2.14,98.552,23.52,920,400.8,168,104.06,1.277,0.54,2.201,0.93,0.68,0
F_3_TS_O_19,Farm 3,TS_O,Dry,33.5,Very low,3,3,0,0,High,Very low,5.73,0.14,0.133,0.03,7.559,2.14,98.552,23.52,920,400.8,168,104.06,1.277,0.54,2.201,0.93,0.68,0
F_3_TS_O_20,Farm 3,TS_O,Dry,29,Very low,12,1,5,0,High,Very low,5.73,0.14,0.133,0.03,7.559,2.14,98.552,23.52,920,400.8,168,104.06,1.277,0.54,2.201,0.93,0.68,0
F_3_TS_C_1,Farm 3,TS_C,Dry,24.9,Very low,3,2,2,0,High,Very low,5.95,0.19,0.147,0.09,11.091,2.68,219.401,133.57,1120,785.88,2088,746.34,1.556,0.97,2.683,1.68,0.68,0
F_3_TS_C_2,Farm 3,TS_C,Dry,38.5,Very low,9,0,5,0,Very High,Very low,5.95,0.19,0.147,0.09,11.091,2.68,219.401,133.57,1120,785.88,2088,746.34,1.556,0.97,2.683,1.68,0.68,0
F_3_TS_C_3,Farm 3,TS_C,Dry,44.6,Very low,21,7,21,0,Very High,Very low,5.95,0.19,0.147,0.09,11.091,2.68,219.401,133.57,1120,785.88,2088,746.34,1.556,0.97,2.683,1.68,0.68,0
F_3_TS_C_4,Farm 3,TS_C,Dry,41,Low,38,0,7,0,Very High,Very low,5.95,0.19,0.147,0.09,11.091,2.68,219.401,133.57,1120,785.88,2088,746.34,1.556,0.97,2.683,1.68,0.68,0
F_3_TS_C_5,Farm 3,TS_C,Dry,37.2,Low,18,0,9,0,Very High,Very low,5.95,0.19,0.147,0.09,11.091,2.68,219.401,133.57,1120,785.88,2088,746.34,1.556,0.97,2.683,1.68,0.68,0
F_3_TS_C_6,Farm 3,TS_C,Dry,25,Very low,13,8,2,0,High,Very low,5.95,0.19,0.147,0.09,11.091,2.68,219.401,133.57,1120,785.88,2088,746.34,1.556,0.97,2.683,1.68,0.68,0
F_3_TS_C_7,Farm 3,TS_C,Dry,36.1,Very low,28,0,8,0,High,Very low,5.95,0.19,0.147,0.09,11.091,2.68,219.401,133.57,1120,785.88,2088,746.34,1.556,0.97,2.683,1.68,0.68,0
F_3_TS_C_8,Farm 3,TS_C,Dry,25.5,Low,16,0,1,0,High,Very low,5.95,0.19,0.147,0.09,11.091,2.68,219.401,133.57,1120,785.88,2088,746.34,1.556,0.97,2.683,1.68,0.68,0
F_3_TS_C_9,Farm 3,TS_C,Dry,27.5,Low,2,0,0,0,High,Very low,5.95,0.19,0.147,0.09,11.091,2.68,219.401,133.57,1120,785.88,2088,746.34,1.556,0.97,2.683,1.68,0.68,0
F_3_TS_C_10,Farm 3,TS_C,Dry,25.5,Very low,1,1,0,0,High,Very low,5.95,0.19,0.147,0.09,11.091,2.68,219.401,133.57,1120,785.88,2088,746.34,1.556,0.97,2.683,1.68,0.68,0
F_3_TS_C_11,Farm 3,TS_C,Dry,29.2,Very low,2,1,0,0,High,Very low,5.95,0.19,0.147,0.09,11.091,2.68,219.401,133.57,1120,785.88,2088,746.34,1.556,0.97,2.683,1.68,0.68,0
F_3_TS_C_12,Farm 3,TS_C,Dry,25.4,Very low,4,2,2,0,High,Very low,5.95,0.19,0.147,0.09,11.091,2.68,219.401,133.57,1120,785.88,2088,746.34,1.556,0.97,2.683,1.68,0.68,0
F_3_TS_C_13,Farm 3,TS_C,Dry,28.4,Very low,3,0,0,0,High,Very low,5.95,0.19,0.147,0.09,11.091,2.68,219.401,133.57,1120,785.88,2088,746.34,1.556,0.97,2.683,1.68,0.68,0
F_3_TS_C_14,Farm 3,TS_C,Dry,35,Very low,9,0,1,0,High,Very low,5.95,0.19,0.147,0.09,11.091,2.68,219.401,133.57,1120,785.88,2088,746.34,1.556,0.97,2.683,1.68,0.68,0
F_3_TS_C_15,Farm 3,TS_C,Dry,25.3,Very low,6,3,1,0,High,Very low,5.95,0.19,0.147,0.09,11.091,2.68,219.401,133.57,1120,785.88,2088,746.34,1.556,0.97,2.683,1.68,0.68,0
F_3_TS_C_16,Farm 3,TS_C,Dry,26.7,Low,9,5,14,0,High,Very low,5.95,0.19,0.147,0.09,11.091,2.68,219.401,133.57,1120,785.88,2088,746.34,1.556,0.97,2.683,1.68,0.68,0
F_3_TS_C_17,Farm 3,TS_C,Dry,37.2,Low,20,3,6,0,High,Very low,5.95,0.19,0.147,0.09,11.091,2.68,219.401,133.57,1120,785.88,2088,746.34,1.556,0.97,2.683,1.68,0.68,0
F_3_TS_C_18,Farm 3,TS_C,Dry,30.8,Moderate,48,0,8,0,High,Very low,5.95,0.19,0.147,0.09,11.091,2.68,219.401,133.57,1120,785.88,2088,746.34,1.556,0.97,2.683,1.68,0.68,0
F_3_TS_C_19,Farm 3,TS_C,Dry,38,Moderate,8,2,9,0,High,Very low,5.95,0.19,0.147,0.09,11.091,2.68,219.401,133.57,1120,785.88,2088,746.34,1.556,0.97,2.683,1.68,0.68,0
F_3_TS_C_20,Farm 3,TS_C,Dry,35,Very low,11,0,4,0,Very High,Very low,5.95,0.19,0.147,0.09,11.091,2.68,219.401,133.57,1120,785.88,2088,746.34,1.556,0.97,2.683,1.68,0.68,0
F_3_TS_BCM_1,Farm 3,TS_BCM,Dry,27.9,Very low,17,1,4,0,High,Very low,6.3,0.67,0.147,0.09,6.676,67.82,102.031,493.03,920,1213.37,168,269.72,1.516,0.85,2.614,1.47,0.68,0
F_3_TS_BCM_2,Farm 3,TS_BCM,Dry,34.7,Very low,1,1,3,0,High,Very low,6.3,0.67,0.147,0.09,6.676,67.82,102.031,493.03,920,1213.37,168,269.72,1.516,0.85,2.614,1.47,0.68,0
F_3_TS_BCM_3,Farm 3,TS_BCM,Dry,31.5,Very low,1,0,3,0,High,Very low,6.3,0.67,0.147,0.09,6.676,67.82,102.031,493.03,920,1213.37,168,269.72,1.516,0.85,2.614,1.47,0.68,0
F_3_TS_BCM_4,Farm 3,TS_BCM,Dry,24.5,Very low,0,0,0,0,High,Very low,6.3,0.67,0.147,0.09,6.676,67.82,102.031,493.03,920,1213.37,168,269.72,1.516,0.85,2.614,1.47,0.68,0
F_3_TS_BCM_5,Farm 3,TS_BCM,Dry,31.8,Very low,15,5,3,0,High,Very low,6.3,0.67,0.147,0.09,6.676,67.82,102.031,493.03,920,1213.37,168,269.72,1.516,0.85,2.614,1.47,0.68,0
F_3_TS_BCM_6,Farm 3,TS_BCM,Dry,33.5,Very low,19,16,6,0,High,Very low,6.3,0.67,0.147,0.09,6.676,67.82,102.031,493.03,920,1213.37,168,269.72,1.516,0.85,2.614,1.47,0.68,0
F_3_TS_BCM_7,Farm 3,TS_BCM,Dry,25,Low,7,0,1,0,High,Very low,6.3,0.67,0.147,0.09,6.676,67.82,102.031,493.03,920,1213.37,168,269.72,1.516,0.85,2.614,1.47,0.68,0
F_3_TS_BCM_8,Farm 3,TS_BCM,Dry,41,Very low,6,4,1,0,High,Very low,6.3,0.67,0.147,0.09,6.676,67.82,102.031,493.03,920,1213.37,168,269.72,1.516,0.85,2.614,1.47,0.68,0
F_3_TS_BCM_9,Farm 3,TS_BCM,Dry,26.5,Very low,0,0,0,0,High,Very low,6.3,0.67,0.147,0.09,6.676,67.82,102.031,493.03,920,1213.37,168,269.72,1.516,0.85,2.614,1.47,0.68,0
F_3_TS_BCM_10,Farm 3,TS_BCM,Dry,49,Very low,8,1,8,0,High,Very low,6.3,0.67,0.147,0.09,6.676,67.82,102.031,493.03,920,1213.37,168,269.72,1.516,0.85,2.614,1.47,0.68,0
F_3_TS_BCM_11,Farm 3,TS_BCM,Dry,28,Very low,7,0,1,0,High,Very low,6.3,0.67,0.147,0.09,6.676,67.82,102.031,493.03,920,1213.37,168,269.72,1.516,0.85,2.614,1.47,0.68,0
F_3_TS_BCM_12,Farm 3,TS_BCM,Dry,40.3,Very low,32,3,7,0,Very High,Very low,6.3,0.67,0.147,0.09,6.676,67.82,102.031,493.03,920,1213.37,168,269.72,1.516,0.85,2.614,1.47,0.68,0
F_3_TS_BCM_13,Farm 3,TS_BCM,Dry,36,Very low,16,3,4,0,Very High,Very low,6.3,0.67,0.147,0.09,6.676,67.82,102.031,493.03,920,1213.37,168,269.72,1.516,0.85,2.614,1.47,0.68,0
F_3_TS_BCM_14,Farm 3,TS_BCM,Dry,37,Very low,11,3,1,0,High,Very low,6.3,0.67,0.147,0.09,6.676,67.82,102.031,493.03,920,1213.37,168,269.72,1.516,0.85,2.614,1.47,0.68,0
F_3_TS_BCM_15,Farm 3,TS_BCM,Dry,23,Very low,0,0,0,0,High,Very low,6.3,0.67,0.147,0.09,6.676,67.82,102.031,493.03,920,1213.37,168,269.72,1.516,0.85,2.614,1.47,0.68,0
F_3_TS_BCM_16,Farm 3,TS_BCM,Dry,33.3,Very low,0,0,0,0,High,Very low,6.3,0.67,0.147,0.09,6.676,67.82,102.031,493.03,920,1213.37,168,269.72,1.516,0.85,2.614,1.47,0.68,0
F_3_TS_BCM_17,Farm 3,TS_BCM,Dry,24.8,Very low,0,0,1,0,High,Very low,6.3,0.67,0.147,0.09,6.676,67.82,102.031,493.03,920,1213.37,168,269.72,1.516,0.85,2.614,1.47,0.68,0
F_3_TS_BCM_18,Farm 3,TS_BCM,Dry,28.5,Very low,4,4,0,0,High,Very low,6.3,0.67,0.147,0.09,6.676,67.82,102.031,493.03,920,1213.37,168,269.72,1.516,0.85,2.614,1.47,0.68,0
F_3_TS_BCM_19,Farm 3,TS_BCM,Dry,26.7,Very low,16,2,7,0,High,Very low,6.3,0.67,0.147,0.09,6.676,67.82,102.031,493.03,920,1213.37,168,269.72,1.516,0.85,2.614,1.47,0.68,0
F_3_TS_BCM_20,Farm 3,TS_BCM,Dry,38,Very low,12,3,24,1,Very High,Very low,6.3,0.67,0.147,0.09,6.676,67.82,102.031,493.03,920,1213.37,168,269.72,1.516,0.85,2.614,1.47,0.68,0
F_3_TS_BCO_1,Farm 3,TS_BCO,Dry,30.5,Low,25,3,6,1,Very High,Very low,6.73,0.25,0.133,0.08,9.325,28.36,120.136,2282.19,1000,919.13,168,104.89,1.397,0.9,2.408,1.56,0.68,0
F_3_TS_BCO_2,Farm 3,TS_BCO,Dry,27.4,Low,47,0,8,1,Very High,Very low,6.73,0.25,0.133,0.08,9.325,28.36,120.136,2282.19,1000,919.13,168,104.89,1.397,0.9,2.408,1.56,0.68,0
F_3_TS_BCO_3,Farm 3,TS_BCO,Dry,38.7,Low,5,3,1,1,Very High,Very low,6.73,0.25,0.133,0.08,9.325,28.36,120.136,2282.19,1000,919.13,168,104.89,1.397,0.9,2.408,1.56,0.68,0
F_3_TS_BCO_4,Farm 3,TS_BCO,Dry,36.5,High,19,1,13,0,Very High,Very low,6.73,0.25,0.133,0.08,9.325,28.36,120.136,2282.19,1000,919.13,168,104.89,1.397,0.9,2.408,1.56,0.68,0
F_3_TS_BCO_5,Farm 3,TS_BCO,Dry,41.5,Very low,8,0,1,0,Very High,Very low,6.73,0.25,0.133,0.08,9.325,28.36,120.136,2282.19,1000,919.13,168,104.89,1.397,0.9,2.408,1.56,0.68,0
F_3_TS_BCO_6,Farm 3,TS_BCO,Dry,32.5,Moderate,11,2,4,0,Very High,Low,6.73,0.25,0.133,0.08,9.325,28.36,120.136,2282.19,1000,919.13,168,104.89,1.397,0.9,2.408,1.56,0.68,0
F_3_TS_BCO_7,Farm 3,TS_BCO,Dry,33,Moderate,35,5,12,0,Very High,Very low,6.73,0.25,0.133,0.08,9.325,28.36,120.136,2282.19,1000,919.13,168,104.89,1.397,0.9,2.408,1.56,0.68,0
F_3_TS_BCO_8,Farm 3,TS_BCO,Dry,27,Moderate,1,0,0,0,Very High,Very low,6.73,0.25,0.133,0.08,9.325,28.36,120.136,2282.19,1000,919.13,168,104.89,1.397,0.9,2.408,1.56,0.68,0
F_3_TS_BCO_9,Farm 3,TS_BCO,Dry,36.3,Moderate,42,2,16,0,Very High,Very low,6.73,0.25,0.133,0.08,9.325,28.36,120.136,2282.19,1000,919.13,168,104.89,1.397,0.9,2.408,1.56,0.68,0
F_3_TS_BCO_10,Farm 3,TS_BCO,Dry,32,Moderate,6,0,7,0,Very High,Very low,6.73,0.25,0.133,0.08,9.325,28.36,120.136,2282.19,1000,919.13,168,104.89,1.397,0.9,2.408,1.56,0.68,0
F_3_TS_BCO_11,Farm 3,TS_BCO,Dry,24.7,Moderate,10,0,4,0,Very High,Very low,6.73,0.25,0.133,0.08,9.325,28.36,120.136,2282.19,1000,919.13,168,104.89,1.397,0.9,2.408,1.56,0.68,0
F_3_TS_BCO_12,Farm 3,TS_BCO,Dry,28.1,Very low,15,2,4,0,Very High,Very low,6.73,0.25,0.133,0.08,9.325,28.36,120.136,2282.19,1000,919.13,168,104.89,1.397,0.9,2.408,1.56,0.68,0
F_3_TS_BCO_13,Farm 3,TS_BCO,Dry,39.2,Very low,25,3,6,0,High,Very low,6.73,0.25,0.133,0.08,9.325,28.36,120.136,2282.19,1000,919.13,168,104.89,1.397,0.9,2.408,1.56,0.68,0
F_3_TS_BCO_14,Farm 3,TS_BCO,Dry,35.2,Low,17,1,5,0,Very High,Very low,6.73,0.25,0.133,0.08,9.325,28.36,120.136,2282.19,1000,919.13,168,104.89,1.397,0.9,2.408,1.56,0.68,0
F_3_TS_BCO_15,Farm 3,TS_BCO,Dry,43,Very low,12,4,1,0,High,Very low,6.73,0.25,0.133,0.08,9.325,28.36,120.136,2282.19,1000,919.13,168,104.89,1.397,0.9,2.408,1.56,0.68,0
F_3_TS_BCO_16,Farm 3,TS_BCO,Dry,39.2,Very low,21,2,4,0,Very High,Very low,6.73,0.25,0.133,0.08,9.325,28.36,120.136,2282.19,1000,919.13,168,104.89,1.397,0.9,2.408,1.56,0.68,0
F_3_TS_BCO_17,Farm 3,TS_BCO,Dry,34.2,Very low,23,1,21,0,High,Very low,6.73,0.25,0.133,0.08,9.325,28.36,120.136,2282.19,1000,919.13,168,104.89,1.397,0.9,2.408,1.56,0.68,0
F_3_TS_BCO_18,Farm 3,TS_BCO,Dry,22,Low,25,5,3,0,Very High,Very low,6.73,0.25,0.133,0.08,9.325,28.36,120.136,2282.19,1000,919.13,168,104.89,1.397,0.9,2.408,1.56,0.68,0
F_3_TS_BCO_19,Farm 3,TS_BCO,Dry,42.3,Very low,25,7,61,0,High,Very low,6.73,0.25,0.133,0.08,9.325,28.36,120.136,2282.19,1000,919.13,168,104.89,1.397,0.9,2.408,1.56,0.68,0
F_3_TS_BCO_20,Farm 3,TS_BCO,Dry,27.7,Low,19,1,7,0,Very High,Very low,6.73,0.25,0.133,0.08,9.325,28.36,120.136,2282.19,1000,919.13,168,104.89,1.397,0.9,2.408,1.56,0.68,0
F_3_I_BCM_1,Farm 3,I_BCM,Dry,28.9,Very low,5,0,4,0,High,Very low,5.68,0.27,0.154,0.04,7.559,17.87,171.864,224.4,1400,240.55,192,50.34,1.716,0.36,2.958,0.63,0.55,0
F_3_I_BCM_2,Farm 3,I_BCM,Dry,37.2,Moderate,25,0,4,0,High,Very low,5.68,0.27,0.154,0.04,7.559,17.87,171.864,224.4,1400,240.55,192,50.34,1.716,0.36,2.958,0.63,0.55,0
F_3_I_BCM_3,Farm 3,I_BCM,Dry,32.9,High,10,0,1,0,Very High,Very low,5.68,0.27,0.154,0.04,7.559,17.87,171.864,224.4,1400,240.55,192,50.34,1.716,0.36,2.958,0.63,0.55,0
F_3_I_BCM_4,Farm 3,I_BCM,Dry,32.1,Low,18,4,6,0,High,Low,5.68,0.27,0.154,0.04,7.559,17.87,171.864,224.4,1400,240.55,192,50.34,1.716,0.36,2.958,0.63,0.55,0
F_3_I_BCM_5,Farm 3,I_BCM,Dry,33.9,Low,26,0,6,0,High,Very low,5.68,0.27,0.154,0.04,7.559,17.87,171.864,224.4,1400,240.55,192,50.34,1.716,0.36,2.958,0.63,0.55,0
F_3_I_BCM_6,Farm 3,I_BCM,Dry,36.6,Very low,24,7,17,1,High,Low,5.68,0.27,0.154,0.04,7.559,17.87,171.864,224.4,1400,240.55,192,50.34,1.716,0.36,2.958,0.63,0.55,0
F_3_I_BCM_7,Farm 3,I_BCM,Dry,35.4,Moderate,22,0,3,0,High,Very low,5.68,0.27,0.154,0.04,7.559,17.87,171.864,224.4,1400,240.55,192,50.34,1.716,0.36,2.958,0.63,0.55,0
F_3_I_BCM_8,Farm 3,I_BCM,Dry,46.8,Low,8,0,4,0,High,Very low,5.68,0.27,0.154,0.04,7.559,17.87,171.864,224.4,1400,240.55,192,50.34,1.716,0.36,2.958,0.63,0.55,0
F_3_I_BCM_9,Farm 3,I_BCM,Dry,32,Moderate,9,0,1,0,High,Very low,5.68,0.27,0.154,0.04,7.559,17.87,171.864,224.4,1400,240.55,192,50.34,1.716,0.36,2.958,0.63,0.55,0
F_3_I_BCM_10,Farm 3,I_BCM,Dry,31.2,Low,21,0,5,0,High,Very low,5.68,0.27,0.154,0.04,7.559,17.87,171.864,224.4,1400,240.55,192,50.34,1.716,0.36,2.958,0.63,0.55,0
F_3_I_BCM_11,Farm 3,I_BCM,Dry,35.8,Moderate,10,1,4,0,Very High,Very low,5.68,0.27,0.154,0.04,7.559,17.87,171.864,224.4,1400,240.55,192,50.34,1.716,0.36,2.958,0.63,0.55,0
